fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.501544229,0.300317326,0.565077211,2.780960457,0.079746139,6,17.38079086,0.996472985,3.141432206,0.916826743,11.63970811,8
11.87283743,0.319426182,0.664789508,2.173068053,0.069845444,7.211937625,29,0.998164054,2.927130908,0.811920416,10.0019896,8
11.9623846,0.46204675,0.695476331,3.671420158,0.078866627,6,24.09526614,0.998749047,3.046760951,0.75623846,11.56570419,8
12.49202309,0.310918952,0.714026809,2.232163335,0.072137843,6.206764298,29.18379049,0.998667837,2.890797691,0.820918952,9.868921433,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
12.28348089,0.385477634,0.707826188,2.930428716,0.075408667,6,26.56523761,0.998724348,2.962781921,0.788348089,10.67651446,8
11.81596581,0.307549893,0.68079829,2.347006411,0.073960085,6,26.05987178,0.998136475,2.946152885,0.844501069,10.2655203,8
8.702262971,0.360526221,0.424060707,2.055639369,0.06045115,12.49622838,29,0.995827223,3.132631104,0.776691811,10.88270473,8
9.404174723,0.337198513,0.543209666,3.151947955,0.076079777,12.11966542,34.4397026,0.997748052,3.199582528,0.847198513,11.83988847,8
9.099095947,0.339794928,0.526332967,3.242822484,0.076469239,12.70385883,34.95898562,0.997657178,3.230090405,0.849794928,12.03461961,8
12.38134041,0.362141902,0.711590016,2.704599055,0.074354796,6,27.31800315,0.99871682,2.937187893,0.798134041,10.40551887,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
10.6949668,0.334694875,0.575358591,2.129443215,0.066355457,9.175055326,29,0.99729592,3.003474374,0.798832964,10.32917589,8
8.132591703,0.348020496,0.472866775,3.530717365,0.077703074,14.55461163,36.60409923,0.997369283,3.32674083,0.858020496,12.65153721,8
9.625124468,0.300703514,0.571256223,2.757789162,0.079437189,6,17.84421676,0.996561808,3.131005123,0.91296486,11.56633235,8
7.677898819,0.373805015,0.34628491,2.017699956,0.057415997,14.20350197,29,0.995072229,3.199025077,0.765309987,11.16725033,8
8.800534562,0.35925233,0.431522069,2.059279058,0.060742325,12.3324424,29,0.995899653,3.126261649,0.777783717,10.85540707,8
9.075057465,0.3556937,0.452365474,2.069446573,0.061555726,11.87490423,29,0.996101987,3.108468498,0.780833972,10.7791507,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
7.349300725,0.37806462,0.321335796,2.005529656,0.056442373,14.75116546,29,0.99483004,3.220323101,0.761658897,11.25852758,8
9.31879985,0.337925108,0.5384868,3.177378768,0.076188766,12.28314922,34.58502153,0.997722621,3.208120015,0.847925108,11.89438307,8
9.180893958,0.339098775,0.530857964,3.218457119,0.076364816,12.54722434,34.81975496,0.997681543,3.221910604,0.849098775,11.98240811,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
11.88867306,0.316053846,0.680649999,2.41188462,0.072908077,7.362115414,30.21076926,0.998488115,2.951132694,0.826053846,10.25403847,8
9.585092828,0.335658784,0.553217901,3.098057456,0.075848818,11.7732265,34.13175689,0.997801943,3.181490717,0.845658784,11.72440883,8
11.42830694,0.58940373,0.674934882,4.903907062,0.084618233,6,19.98697646,0.99879013,3.1864428,0.702830694,13.04468847,8
10.88052912,0.304626653,0.634026456,2.52240079,0.076298677,6,22.5519842,0.99746413,3.025080356,0.873733465,10.82093584,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
12.33050193,0.312293601,0.705091596,2.28027602,0.07234404,6.516060127,29.45872011,0.998619724,2.906949807,0.822293601,9.972020042,8
12.0695864,0.316875732,0.679727857,2.180355052,0.070428404,6.884022659,29,0.998309066,2.914378659,0.814106516,9.94733711,8
11.1854658,0.568459611,0.643275354,4.703685143,0.082945755,5.80910967,18.42732901,0.998494575,3.206637677,0.682364387,12.94186321,8
11.2805585,0.616725642,0.66887444,5.175442317,0.085938606,6,18.97953526,0.998775442,3.219283734,0.692353445,13.38260497,8
11.170838,0.561877099,0.6398622,4.640297993,0.08255568,5.784729997,18.35418999,0.998455568,3.2049311,0.6813892,12.88335199,8
8.582060133,0.404163599,0.502127244,3.920969475,0.079604847,13.19454671,33.38909341,0.997600909,3.32392123,0.825896993,12.92036355,8
11.1934687,0.572060917,0.645142697,4.738364381,0.083159165,5.822447839,18.46734352,0.998515917,3.207571349,0.682897914,12.97387481,8
11.27884141,0.616436448,0.668775029,5.173273359,0.085933183,6,18.9777278,0.998773273,3.219220473,0.692561303,13.38106863,8
10.82619956,0.406789803,0.559446564,3.146864765,0.073365322,5.210332602,16.63099781,0.997536532,3.164723282,0.658413304,11.50479824,8
10.86327608,0.423474234,0.568097751,3.307529662,0.074354029,5.272126793,16.81638038,0.997635403,3.169048876,0.660885072,11.6531043,8
10.32856874,0.456390525,0.613759243,3.972928938,0.082932322,6,17.97744078,0.997572929,3.184210427,0.80759431,12.53082466,8
10.68841294,0.516995864,0.634592328,4.427468983,0.084068672,6,18.35622415,0.998027469,3.197467845,0.764034223,12.85279053,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
11.19279026,0.601943623,0.66379312,5.064577169,0.085661443,6,18.88714764,0.998664577,3.216050167,0.702978021,13.30407549,8
11.11631665,0.589063857,0.659365701,4.967978931,0.085419947,6,18.80664911,0.998567979,3.213232719,0.712235352,13.23565174,8
10.41057243,0.470201672,0.618506825,4.076512543,0.083191281,6,18.06376045,0.997676513,3.187231616,0.797667548,12.60419638,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
10.37377835,0.464004775,0.616376641,4.030035811,0.08307509,6,18.02502984,0.997630036,3.185876045,0.802121568,12.57127537,8
10.18452997,0.432131363,0.605420156,3.790985221,0.082477463,6,17.82582102,0.997390985,3.178903736,0.825030583,12.40194786,8
11.14007717,0.548034725,0.632684672,4.50700106,0.081735391,5.733461946,18.20038584,0.998373539,3.201342336,0.679338478,12.76030867,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
10.90119411,0.440537348,0.576945292,3.471841133,0.075365176,5.335323513,17.00597054,0.997736518,3.173472646,0.663412941,11.80477643,8
10.5356844,0.55930435,0.622792272,4.840322071,0.08420161,8.023188349,23.0463767,0.998462802,3.249223832,0.72821578,13.26512078,8
8.564062235,0.402734354,0.501015609,3.912499875,0.079562499,13.2421882,33.4843764,0.997592969,3.324609385,0.826796888,12.91718745,8
9.349715485,0.465124465,0.549541251,4.282219052,0.081411095,11.16251783,29.32503567,0.99793958,3.294569702,0.787514226,13.05583214,8
8.410256883,0.3905204,0.491515866,3.840120886,0.079200604,13.64932001,34.29864003,0.997525113,3.330490178,0.834487156,12.89004533,8
8.219887978,0.375402869,0.479757787,3.750535519,0.078752678,14.15323771,35.30647541,0.997441127,3.337768989,0.844005601,12.85645082,8
11.27425354,0.608414092,0.663992492,5.088431993,0.085313428,5.957089228,18.87126768,0.998731343,3.216996246,0.688283569,13.29701415,8
7.993303825,0.357409421,0.465762883,3.643907682,0.078219538,14.75301929,36.50603858,0.997341163,3.346432501,0.855334809,12.81646538,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
10.73548048,0.365966217,0.538278779,2.753748753,0.070946146,5.059134136,16.17740241,0.997294615,3.15413939,0.652365365,11.14192193,8
11.29876078,0.619442353,0.66971085,5.194630065,0.085966954,5.997934641,18.99380392,0.998796695,3.219855425,0.689917386,13.39504314,8
9.992041616,0.399712272,0.594276094,3.547842041,0.081869605,6,17.6232017,0.997147842,3.17181206,0.848331804,12.22972145,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
10.90465947,0.442096761,0.577753876,3.486857697,0.075457586,5.341099114,17.02329734,0.997745759,3.173876938,0.663643965,11.81863787,8
10.87070708,0.426818186,0.569831652,3.339730678,0.074552189,5.284511799,16.8535354,0.997655219,3.169915826,0.661380472,11.68282832,8
11.10333542,0.604382518,0.65785307,5.107451961,0.08553726,6.520582718,20.04116544,0.998713236,3.227519528,0.699833229,13.36529449,8
9.921074484,0.387759913,0.59016747,3.458199348,0.081645498,6,17.54849946,0.997058199,3.169197481,0.856922562,12.16622454,8
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8
10.59676323,0.346029355,0.532382387,2.61588258,0.070794129,5.0794129,16.0794129,0.99713647,3.15,0.671441483,11.05558903,8
9.037105337,0.312096489,0.535807022,2.99354382,0.07951614,8.177367977,21.83859551,0.996617737,3.198385955,0.905484213,11.96612275,8
9.212340236,0.362553255,0.522468047,2.174467453,0.074370207,6.625532547,16.37446745,0.995286552,3.187531953,0.776127514,12.20042604,8
8.812961607,0.319567946,0.520864107,3.113087143,0.079217282,9.522230359,24.82717858,0.996752223,3.228271786,0.896518464,12.13049482,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
10.64508632,0.347887935,0.531267239,2.608448259,0.070422413,5.042241293,16.04224129,0.997166207,3.15,0.661405149,11.02956891,8
9.921197381,0.320046053,0.547972368,2.719815788,0.075990789,5.599078938,16.59907894,0.996720737,3.15,0.811751313,11.41935526,8
9.168381519,0.307720616,0.544558768,2.923529857,0.079691175,7.389710888,20.08824642,0.996538971,3.180882464,0.910735261,11.86985355,8
8.219209788,0.339359674,0.481280653,3.42975478,0.078425613,13.08474127,32.7438695,0.997108474,3.307438695,0.872768392,12.56591282,8
9.27910977,0.340296743,0.535821954,2.397032567,0.076373293,6.402967433,16.59703257,0.995682718,3.174178046,0.82731749,12.02237395,8
9.40471353,0.30018129,0.559891226,2.799274842,0.079963742,5.996374208,16.99637421,0.996402901,3.15,0.919021036,11.69746195,8
10.20907263,0.331118178,0.541329093,2.675527288,0.073776364,5.377636441,16.37763644,0.996897891,3.15,0.751961839,11.26434551,8
9.89472642,0.319027939,0.548583236,2.723888243,0.076194412,5.619441215,16.61944122,0.996704447,3.15,0.817249128,11.43360885,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
9.152380158,0.382539947,0.510476032,1.974600525,0.072571405,6.825399475,16.17460053,0.994930789,3.199523968,0.730158121,12.36031958,8
10.58931068,0.345742718,0.532554369,2.617029126,0.070851456,5.085145632,16.08514563,0.997131883,3.15,0.672989321,11.05960194,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
9.242408536,0.352530488,0.528481707,2.274695119,0.075272256,6.525304881,16.47469512,0.995464957,3.181518293,0.799179877,12.1202439,8
9.763885822,0.313995609,0.551602635,2.744017566,0.077200878,5.720087829,16.72008783,0.99662393,3.15,0.844423714,11.50406148,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
9.795887402,0.315226439,0.550864137,2.739094246,0.076954712,5.695471229,16.69547123,0.996643623,3.15,0.837777232,11.48682986,8
9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8
10.4041323,0.338620473,0.536827716,2.645518107,0.072275905,5.227590536,16.22759054,0.997017928,3.15,0.711449445,11.15931338,8
9.717324268,0.31220478,0.552677132,2.751180882,0.077559044,5.755904409,16.75590441,0.996595276,3.15,0.85409419,11.52913309,8
8.008833867,0.346372204,0.467255591,3.541955271,0.078145112,14.3469968,35.54888177,0.9972347,3.335488818,0.864353355,12.7201885,8
9.880481311,0.31848005,0.54891197,2.726079798,0.07630399,5.630398992,16.63039899,0.996695681,3.15,0.820207728,11.44127929,8
9.41502807,0.300578003,0.559653198,2.797687989,0.079884399,5.988439946,16.98843995,0.996409248,3.15,0.916878785,11.69190796,8
9.698388759,0.311476491,0.553114106,2.754094037,0.077704702,5.770470185,16.77047019,0.996583624,3.15,0.85802695,11.53932913,8
10.65298738,0.348191822,0.531084907,2.60723271,0.070361636,5.036163552,16.03616355,0.997171069,3.15,0.659764159,11.02531449,8
9.514602692,0.304407796,0.557355322,2.782368817,0.079118441,5.911844083,16.91184408,0.996470525,3.15,0.896197902,11.63829086,8
9.862712048,0.317796617,0.54932203,2.728813531,0.076440677,5.644067655,16.64406766,0.996684746,3.15,0.823898267,11.45084736,8
9.980722972,0.322335499,0.546598701,2.710658004,0.0755329,5.553290022,16.55329002,0.996757368,3.15,0.799388306,11.38730302,8
10.22906914,0.331887275,0.540867635,2.672450902,0.073622545,5.362254508,16.36225451,0.996910196,3.15,0.747808717,11.25357816,8
9.122067269,0.309264424,0.541471151,2.94823079,0.079629423,7.667596384,20.70576974,0.99656676,3.187057697,0.908882691,11.90381734,8
10.51816893,0.343006497,0.534196102,2.627974011,0.071398701,5.139870055,16.13987005,0.997088104,3.15,0.687764915,11.09790904,8
8.288340999,0.3370553,0.4858894,3.3928848,0.078517788,12.66995401,31.82212001,0.997066995,3.2982212,0.87553364,12.5152166,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
8.382073981,0.35,0.47205185,3.427830721,0.076622646,13.27830721,33.38444514,0.997282783,3.315566144,0.823844451,12.4900953,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.00920653,0.323431021,0.545941388,2.706275918,0.075313796,5.531379589,16.53137959,0.996774896,3.15,0.793472489,11.37196571,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
8.765319146,0.35,0.481632979,3.290957448,0.07552766,11.90957448,30.51010641,0.997269096,3.28819149,0.795101064,12.24372341,8
10.48466249,0.341717788,0.534969327,2.633128848,0.071656442,5.165644238,16.16564424,0.997067485,3.15,0.694723944,11.11595097,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.06699109,0.35,0.514174777,2.82607461,0.071808597,7.260746102,20.74756681,0.997222607,3.195214922,0.697475668,11.4069343,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.17969331,0.366259584,0.52024425,2.339846655,0.070325192,5.650383363,16,0.996361005,3.169511501,0.663007667,11.48778752,8
10.59766718,0.3531979,0.52808126,2.548833592,0.070063958,5.127916019,16,0.997034988,3.153837481,0.65255832,11.09593701,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
9.226532545,0.35,0.493163314,3.126238377,0.074209907,10.26238377,27.05100591,0.997252624,3.255247675,0.760510059,11.94722908,8
10.38857684,0.359731974,0.524160816,2.444288419,0.070194639,5.389278953,16,0.99669783,3.161678369,0.657785579,11.29195921,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.03910953,0.324581136,0.545251319,2.701675457,0.075083773,5.508377283,16.50837728,0.996793298,3.15,0.787261867,11.3558641,8
9.877886144,0.318380236,0.548971858,2.726479055,0.076323953,5.632395274,16.63239527,0.996694084,3.15,0.820746724,11.44267669,8
10.21749079,0.365078413,0.520952952,2.358745397,0.070301568,5.603136508,16,0.996421954,3.168094095,0.66206273,11.45235238,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
8.628536988,0.35,0.478213425,3.339808219,0.075918466,12.39808219,31.53597259,0.997273981,3.297961644,0.805359726,12.33165479,8
9.939416561,0.35,0.510985414,2.871636943,0.072173096,7.716369427,21.7043758,0.997227164,3.204327389,0.707043758,11.4889465,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
8.670061619,0.35,0.47925154,3.324977993,0.075799824,12.24977993,31.22453786,0.997272498,3.294995599,0.802245379,12.30496039,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.31044615,0.362173558,0.522695865,2.405223075,0.070243471,5.486942314,16,0.996571844,3.164608269,0.659738846,11.36520674,8
9.929830583,0.35,0.510745765,2.875060506,0.072200484,7.750605061,21.77627063,0.997227506,3.205012101,0.707762706,11.49510891,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.40470448,0.359227985,0.524463209,2.452352239,0.07018456,5.369119402,16,0.996723836,3.161073582,0.657382388,11.27683955,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
9.961675961,0.373072626,0.516156424,2.230837981,0.070461453,5.922905049,16,0.996009452,3.177687151,0.668458101,11.69217879,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
9.79514502,0.315197885,0.550881269,2.739208458,0.076960423,5.696042292,16.69604229,0.996643166,3.15,0.837931419,11.4872296,8
9.601459105,0.384329403,0.509402358,2.050729553,0.070686588,6.373176118,16,0.995428603,3.191195284,0.677463522,12.02988209,8
10.38588826,0.35,0.522147207,2.712182764,0.070897462,6.121827638,18.35583804,0.997211218,3.172436553,0.67355838,11.20192897,8
10.1081485,0.327236481,0.543658111,2.691054077,0.074552704,5.455270383,16.45527038,0.996835784,3.15,0.772923003,11.31868927,8
8.951902491,0.35,0.486297562,3.224320539,0.074994564,11.24320539,29.11073132,0.997262432,3.274864108,0.781107313,12.12377697,8
8.797941806,0.35,0.482448545,3.279306498,0.075434452,11.79306498,30.26543645,0.997267931,3.2858613,0.792654365,12.2227517,8
9.902074627,0.374935168,0.515038899,2.201037314,0.070498703,5.997406716,16,0.995913345,3.179922201,0.669948134,11.74805504,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.24245351,0.364298328,0.521421003,2.371226756,0.070285967,5.571933111,16,0.996462206,3.167157993,0.661438662,11.42894983,8
10.39266144,0.35,0.522316536,2.709763771,0.07087811,6.097637714,18.3050392,0.997210976,3.171952754,0.673050392,11.19757479,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.39563868,0.359511291,0.524293225,2.44781934,0.070190226,5.380451651,16,0.996709217,3.16141355,0.657609033,11.28533874,8
10.51155031,0.342751935,0.534348839,2.62899226,0.071449613,5.144961299,16.1449613,0.997084031,3.15,0.689139551,11.10147291,8
10.10866648,0.327256403,0.543646158,2.690974388,0.074548719,5.454871939,16.45487194,0.996836102,3.15,0.772815423,11.31841036,8
9.685883902,0.310995535,0.553402679,2.756017861,0.077800893,5.780089306,16.78008931,0.996575929,3.15,0.860624113,11.54606251,8
9.536655404,0.386354519,0.508187289,2.018327702,0.07072709,6.454180745,16,0.995324107,3.193625422,0.679083615,12.09063556,8
9.494344029,0.387676749,0.507393951,1.997172014,0.070753535,6.507069964,16,0.99525588,3.195212099,0.680141399,12.13030247,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
9.317010684,0.393218416,0.50406895,1.908505342,0.070864368,6.728736645,16,0.99496993,3.201862099,0.684574733,12.29655248,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.00635294,0.323321267,0.54600724,2.706714933,0.075335747,5.533574663,16.53357466,0.99677314,3.15,0.794065159,11.37350226,8
10.32919781,0.35,0.520729945,2.732429352,0.071059435,6.324293519,18.78101639,0.997213243,3.17648587,0.677810164,11.23837283,8
10.37995354,0.360001452,0.523999129,2.439976771,0.070200029,5.400058071,16,0.996683925,3.162001742,0.658001161,11.30004355,8
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
10.07350894,0.32590419,0.544457486,2.696383241,0.074819162,5.481916203,16.4819162,0.996814467,3.15,0.780117375,11.33734134,8
10.01962562,0.323831755,0.545700947,2.704672982,0.075233649,5.523364909,16.52336491,0.996781308,3.15,0.791308525,11.36635544,8
